,objectid,listed_tax,map_taxon,scientific,vernacular,threatened,migratory,marine,cetacean,presence_r,presence_c,extract_da,taxon_grou,taxon_fami,taxon_orde,taxon_clas,taxon_phyl,taxon_king,other_ids,cell_size,regions,attributio,sprat_prof,shape_leng,shape_area,species
3259,3259,66849,66849,Petrogale lateralis hacketti,Recherche Rock-wallaby,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,mammals,Macropodidae,Diprotodonta,Mammalia,Chordata,Animalia,66648,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66849,0.419999963,0.0026,Petrogale lateralis hacketti
2018,2018,90832,66650,Petrogale lateralis kimberleyensis,"Wiliji, West Kimberley Rock-wallaby",Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,mammals,Macropodidae,Diprotodonta,Mammalia,Chordata,Animalia,"6,665,084,901",0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=90832,5.439999773,0.228999984,Petrogale lateralis kimberleyensis
2088,2088,90832,66650,Petrogale lateralis kimberleyensis,"Wiliji, West Kimberley Rock-wallaby",Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,mammals,Macropodidae,Diprotodonta,Mammalia,Chordata,Animalia,"6,665,084,901",0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=90832,12.05999952,1.450999901,Petrogale lateralis kimberleyensis
1199,1199,66647,66647,Petrogale lateralis lateralis,"Black-flanked Rock-wallaby, Moororong, Black-footed Rock Wallaby",Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,mammals,Macropodidae,Diprotodonta,Mammalia,Chordata,Animalia,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66647,11.43999935,0.566999941,Petrogale lateralis lateralis
1200,1200,66647,66647,Petrogale lateralis lateralis,"Black-flanked Rock-wallaby, Moororong, Black-footed Rock Wallaby",Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,mammals,Macropodidae,Diprotodonta,Mammalia,Chordata,Animalia,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66647,0.099999991,0.0004,Petrogale lateralis lateralis
2584,2584,225,225,Petrogale penicillata,Brush-tailed Rock-wallaby,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,mammals,Macropodidae,Diprotodonta,Mammalia,Chordata,Animalia,NA,0.01,ACT; QLD; NSW; VIC,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=225,89.25999479,3.979899531,Petrogale penicillata
2605,2605,225,225,Petrogale penicillata,Brush-tailed Rock-wallaby,Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,mammals,Macropodidae,Diprotodonta,Mammalia,Chordata,Animalia,NA,0.01,ACT; QLD; NSW; VIC,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=225,235.719986,9.169498869,Petrogale penicillata
2300,2300,226,226,Petrogale persephone,Proserpine Rock-wallaby,Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,mammals,Macropodidae,Diprotodonta,Mammalia,Chordata,Animalia,NA,0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=226,5.479999836,0.054899996,Petrogale persephone
2624,2624,226,226,Petrogale persephone,Proserpine Rock-wallaby,Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,mammals,Macropodidae,Diprotodonta,Mammalia,Chordata,Animalia,NA,0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=226,3.979999876,0.061599996,Petrogale persephone
298,298,59281,59281,Petrogale sharmani,"Mount Claro Rock Wallaby, Sharman's Rock Wallaby",Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,mammals,Macropodidae,Diprotodonta,Mammalia,Chordata,Animalia,NA,0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59281,11.35999963,0.417999973,Petrogale sharmani
299,299,59281,59281,Petrogale sharmani,"Mount Claro Rock Wallaby, Sharman's Rock Wallaby",Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,mammals,Macropodidae,Diprotodonta,Mammalia,Chordata,Animalia,NA,0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59281,16.21999943,0.425699973,Petrogale sharmani
1139,1139,87608,87608,Petrogale xanthopus celeris,Yellow-footed Rock-wallaby (central-western Queensland),Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,mammals,Macropodidae,Diprotodonta,Mammalia,Chordata,Animalia,NA,0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87608,60.49999712,2.708399744,Petrogale xanthopus celeris
1221,1221,87608,87608,Petrogale xanthopus celeris,Yellow-footed Rock-wallaby (central-western Queensland),Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,mammals,Macropodidae,Diprotodonta,Mammalia,Chordata,Animalia,NA,0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87608,214.5599896,6.194799402,Petrogale xanthopus celeris
3528,3528,66646,66646,Petrogale xanthopus xanthopus,Yellow-footed Rock-wallaby (SA and NSW),Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,mammals,Macropodidae,Diprotodonta,Mammalia,Chordata,Animalia,NA,0.01,NSW; SA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66646,23.49999849,0.916799879,Petrogale xanthopus xanthopus
3529,3529,66646,66646,Petrogale xanthopus xanthopus,Yellow-footed Rock-wallaby (SA and NSW),Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,mammals,Macropodidae,Diprotodonta,Mammalia,Chordata,Animalia,NA,0.01,NSW; SA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66646,58.17999614,2.69849964,Petrogale xanthopus xanthopus
3049,3049,604,26016,Petroica multicolor,"Norfolk Island Robin, Pacific Robin",Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,birds,Petroicidae,Passeriformes,Aves,Chordata,Animalia,26016,0.01,NFI,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=604,0.139999995,0.0012,Petroica multicolor
3050,3050,604,26016,Petroica multicolor,"Norfolk Island Robin, Pacific Robin",Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,birds,Petroicidae,Passeriformes,Aves,Chordata,Animalia,26016,0.01,NFI,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=604,0.439999983,0.0038,Petroica multicolor
97,97,64532,82051,Petrophile latericola,Laterite Petrophile,Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Proteaceae,Proteales,Magnoliopsida,Magnoliophyta,Plantae,"6,742,282,051",0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64532,1.059999908,0.019099997,Petrophile latericola
3319,3319,64532,82051,Petrophile latericola,Laterite Petrophile,Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Proteaceae,Proteales,Magnoliopsida,Magnoliophyta,Plantae,"6,742,282,051",0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64532,3.719999683,0.130899981,Petrophile latericola
2861,2861,75847,75847,Petrophile nivea,NA,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Proteaceae,Proteales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=75847,0.159999989,0.0015,Petrophile nivea
2862,2862,75847,75847,Petrophile nivea,NA,Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Proteaceae,Proteales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=75847,0.419999974,0.0025,Petrophile nivea
132,132,84650,84650,Pezoporus flaviventris,"Western Ground Parrot, Kyloring",Critically Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,birds,Psittacidae,Psittaciformes,Aves,Chordata,Animalia,26024,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84650,4.45999958,0.181099973,Pezoporus flaviventris
133,133,84650,84650,Pezoporus flaviventris,"Western Ground Parrot, Kyloring",Critically Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,birds,Psittacidae,Psittaciformes,Aves,Chordata,Animalia,26024,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84650,5.919999436,0.39259994,Pezoporus flaviventris
1368,1368,59350,59350,Pezoporus occidentalis,Night Parrot,Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,birds,Psittacidae,Psittaciformes,Aves,Chordata,Animalia,743,0.1,NT; QLD; NSW; WA; SA,"Species of National Environmental Significance 10km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59350,152.399993,80.83999271,Pezoporus occidentalis
1369,1369,59350,59350,Pezoporus occidentalis,Night Parrot,Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,birds,Psittacidae,Psittaciformes,Aves,Chordata,Animalia,743,0.1,NT; QLD; NSW; WA; SA,"Species of National Environmental Significance 10km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59350,374.3999802,233.1399769,Pezoporus occidentalis
3374,3374,1014,1014,Phaethon lepturus,White-tailed Tropicbird,NA,Migratory,Listed,NA,2,Species or species habitat likely to occur,22/01/2024,birds,Phaethontidae,Pelecaniformes,Aves,Chordata,Animalia,NA,0.01,CI; ACI; CKI; CMA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1014,140.5799964,129.1696941,Phaethon lepturus
3375,3375,1014,1014,Phaethon lepturus,White-tailed Tropicbird,NA,Migratory,Listed,NA,1,Species or species habitat may occur,22/01/2024,birds,Phaethontidae,Pelecaniformes,Aves,Chordata,Animalia,NA,0.01,CI; ACI; CKI; CMA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1014,509.2199819,467.3611638,Phaethon lepturus
277,277,26021,26021,Phaethon lepturus fulvus,"Christmas Island White-tailed Tropicbird, Golden Bosunbird",Endangered,NA,Listed,NA,1,Species or species habitat may occur,22/01/2024,birds,Phaethontidae,Pelecaniformes,Aves,Chordata,Animalia,NA,0.01,CI; CMA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26021,116.6999969,135.6235927,Phaethon lepturus fulvus
281,281,26021,26021,Phaethon lepturus fulvus,"Christmas Island White-tailed Tropicbird, Golden Bosunbird",Endangered,NA,Listed,NA,2,Species or species habitat likely to occur,22/01/2024,birds,Phaethontidae,Pelecaniformes,Aves,Chordata,Animalia,NA,0.01,CI; CMA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26021,7.999999861,3.143099895,Phaethon lepturus fulvus
